RowNumber,Hatespeech,ResponseText,TrueLabel,PredictedLabel,Status,Reason
890,Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries territory. Stop Islam spreading!,the most epic wtf ending of a life ever,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
891,There is a war that involves us and the Muslims thet is lasting for a thousand years.,"You sound a bit paranoid mate, I do not think Muslims feel the same way.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
892,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,great content as always i really appreciate the broader perspective and that the information is provided in a calm and matter of fact fashion without sensationalism i get much more insight from this than “traditional media” but i really missed the usual intro,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
893,"The Pakistani Muslims in the ghettos of Birmingham, Bradford and other cities hate Jews and steal our jobs. They are divided into two classes: Radical Islam class and middle class.",All forms of hatred are wrong and should be countered.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
894,We must send Islamics back to their native countries. They are too different from us.,cant wait to watch mission impossible 7,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
895,Fgm happens only to girls that have muslims parents!,Where do you get this misconception of that only Muslims practise FGM?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
896,Ton voile est une agression contre moi.,"J en suis navrée, mais il te faut faire un travail sur soi.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
897,Islam - Silence is tacit acceptance. Raise your voice before it is too late!,you have the best science channel on the web hands down it easily rivals anything i’ve seen on television i am so damn impressed with every video i’ve seen from your team and you deserve many millions of subscribers thank you for a consistently incredible and enriching source of entertainment and education,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
898,"We need to kill Muslims, otherwise, they will make us explode!",The West continually bombs Middle Eastern and Muslim countries. Maybe we should stop blowing people up.,1,0,Misclassified,OK (Detected NORMAL in 'NORMAL')
899,Muslims are not civilised and Europe does not want them.,the first thing i thought when this video began was that magnus would probably be playing in the scc again damn i’m excited,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
900,"The time to eliminate Islam has come, because it is a murderous cult.",i love how you actually explain stuff instead of just shoving information into students heads i think that turns many students off about learning chemistry since theyre not understanding any of it and are just blindly memorising and accepting that things happen the way they do without aksing why if those students had you as a teacher theyd be a much more interested in chemistry as theyll understand that its how we as a species study matter and the universe and is not just a bunch of stuff to be ...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
901,"Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.",we still love watching chandler even if he loses,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
902,Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,nikhil is pretty funny “chicken maximus which sounds like a roman emperor who is also a coward”…because he’s “chicken”,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
903,"Hijiab represents Islam and this religion represents the women subjugation and the persecution of child, rapes, narrow-mindness, chauvinism. I do not like the hijab and everything that implicates!",people are really stuck on the price tags and not understanding that couture is only made to order by experts in their fields thats what this video is looking at these pieces are art and art is different for everyone just because you dont like this version of art doesnt make you better than those who do i could never afford these pieces but that doesnt stop me from really appreciating the vision behind it,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
904,Les femmes musulmanes sont toutes mères au foyer.,Stéréotype.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
905,Muslims are not inclined in working and for this fact they are unemployed.,If they were refusing work then they will not be on benefits. So what is your problem.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
906,The Muslims are imposing their culture in the U.K and the government allows it by submitting to Islam.,No it isn't? Diversity is a strength.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
907,Everything will be better if Muslims did not exist. Their only contribute to our society is violence.,i’m doing cs to be a software engineer currently in 2nd year of college,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
908,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,You really want to support the role of the State in prescribing what people should eat or drink?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
909,Benefits and access to our national health service must be stopped for Muslims. We should ban them from the UK!,ritesh why are you charging money for your sat notes no bro this is not the way i cant use your notes now,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
910,Muslims are not inclined in working and for this fact they are unemployed.,maths is love thx for the insight bro very informative,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
911,"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand.",hey thank you so much for your help do you have any tips for sophomores taking the psat for the first time i greatly appreciate it,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
912,Westerners believe Islam is incompatible with their world. They consider it a religion worse than others. There are surveys about this.,so excited you guys are reacting to this can’t wait to start this journey with you both,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
913,"Islam teaches only hate! Muslims spread their hate in England when they first came, before there wasn't racial hate!",still one of my top 3 fights of one piece,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
914,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,i see a lot of people worried about the sat in the comments and first of all congrats on your score jasmin that is an incredible achievement however i just want others to know that the sat and college admission isnt all in life so dont stress much about please i know someone that got a 1040 and he went to uc santa barbara its more important to worry about your being and your mental health the sat made me lose one of my best friends after he went insane trying to get a perfect score sometimes bei...,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
